province;red;green;blue;x;x
5521;218;215;69;Leshan;Leshan
5522;95;192;107;Qiandognan;Qiandognan
5523;223;227;60;Chenzhou;Chenzhou
5524;240;47;52;Yichang;Yichang
5525;74;202;213;Dazhou;Dazhou
5526;205;201;37;Longnan;Longnan
5527;174;162;68;Ankang;Ankang
5528;196;51;47;Zhanjiang;Zhanjiang
5529;65;184;58;Maoming;Maoming
5530;64;50;192;Huizhou;Huizhou
5531;171;71;171;Shenzhen;Shenzhen
5532;100;167;200;Tianshui;Tianshui
5533;132;192;78;Lingyuan;Lingyuan
5534;19;61;202;Lvliang;Lvliang
5535;191;30;30;Linfen;Linfen
5536;36;159;185;Zhashui;Zhashui
5537;202;19;19;Suizhou;Suizhou
5538;163;129;58;Ezhou;Ezhou
5539;247;62;99;Tai'an;Tai'an
5540;134;213;96;Jining;Jining
5541;244;64;68;Yancheng;Yancheng
5542;199;172;109;Nantong;Nantong
5543;38;98;187;Rizhao;Rizhao
5544;203;159;56;Laoting;Laoting
5545;57;49;210;Qinhuangdao;Qinhuangdao
5546;125;148;73;Honghe;Honghe
5547;88;98;211;Pu'er;Pu'er
5548;205;141;95;Luzhou;Luzhou
5549;179;190;109;Yongzhou;Yongzhou
5550;251;197;179;Liuzhou;Liuzhou
5551;192;237;208;Hengyang;Hengyang
5552;205;224;208;Sanya;Sanya
5553;120;128;21;Shiyan;Shiyan
5554;125;89;23;Xianning;Xianning
5555;19;130;85;Chizhou;Chizhou
5556;202;222;63;Ningbo;Ningbo
5557;100;199;86;Tazhou;Tazhou
5558;225;213;60;Fuzhou;Fuzhou
5559;62;223;90;Yingtan;Yingtan
5560;225;138;60;Jinhua;Jinhua
5561;40;61;244;Lishui;Lishui
5562;207;217;91;Shaoguan;Shaoguan
5563;149;28;79;Shanghai;Shanghai
5564;129;133;44;Huzhou;Huzhou
5565;209;214;131;Chuzhou;Chuzhou
5566;52;124;81;Yangzhou;Yangzhou
5567;125;83;51;Linyi;Linyi
5568;78;171;50;Enshi;Enshi
5569;121;184;198;Changde;Changde
5570;107;150;29;Fuyang;Fuyang
5571;145;131;34;Luoyang;Luoyang
5572;217;215;140;Baoji;Baoji
5573;248;241;109;Jicheng;Jicheng
5574;133;243;114;Jinzhong;Jinzhong
5575;52;41;180;Jiuquan;Jiuquan
5576;13;95;162;Mianyang;Mianyang
5577;143;31;123;Nanchong;Nanchong
5578;56;145;47;Longmenshan;Longmenshan
5579;175;177;99;Fengjie;Fengjie
5580;130;57;219;Xixiang;Xixiang
5581;176;30;92;Guangyuan;Guangyuan
5582;54;94;186;Heyang;Heyang
5583;224;156;210;Yichuan;Yichuan
5584;226;186;243;Weinan;Weinan
5585;226;46;14;Shuzhou;Shuzhou
5586;101;215;47;Hezuo;Hezuo
5587;232;219;55;Wuzhong;Wuzhong
5588;103;184;128;Yibin;Yibin
5589;55;95;232;Zhangbei;Zhangbei
5590;173;230;57;Guyuan;Guyuan
5591;157;99;188;Weichang;Weichang
5592;216;71;136;Cangzhou;Cangzhou
5593;142;113;174;Dezhou;Dezhou
5594;236;232;51;Anyang;Anyang
5595;215;224;39;Zhangjiajie;Zhangjiajie
5596;67;197;122;Shaoyang;Shaoyang
5597;82;139;182;Huihua;Huihua
5598;222;41;190;Yaoyang;Yaoyang
5599;65;199;135;Xinxiang;Xinxiang
5600;148;95;58;Puyang;Puyang
5601;176;81;17;Heze;Heze
5602;160;33;71;Xuzhou;Xuzhou
5603;40;145;71;Chuxiong;Chuxiong
5604;146;39;71;Yuxi;Yuxi
5605;111;69;116;Yulin;Yulin
5606;166;170;15;Beihai;Beihai
5607;155;67;30;Hechi;Hechi
5608;68;68;164;Bayannur;Bayannur
5609;46;160;106;Shenyang;Shenyang
5610;189;181;17;Liaoyang;Liaoyang
5611;219;215;51;Sonid Zuoqi;Sonid Zuoqi
5612;55;131;215;Abag;Abag
5613;73;14;3;Baotou;Baotou
5614;197;63;77;Yingkou;Yingkou
5615;48;142;211;Fuxin;Fuxin
5616;67;117;192;Benxi;Benxi
5617;130;232;145;Xiuyan;Xiuyan
5618;194;134;227;Kuandian;Kuandian
5619;149;221;51;Hanggin;Hanggin
5620;198;201;71;Otog;Otog
5621;77;91;196;Otog Qianqi;Otog Qianqi
5622;73;192;199;Sonid Youqi;Sonid Youqi
5623;106;86;186;Taibus;Taibus
5624;198;160;74;Ejin;Ejin
5625;80;192;128;Alxa;Alxa
5626;164;108;117;Jilantaizhen;Jilantaizhen
5627;141;118;46;Shizuishan;Shizuishan
5628;155;32;35;Wuhai;Wuhai
5629;85;111;77;Gaxun;Gaxun
5630;61;19;93;Fushan;Fushan
5631;80;68;128;Chahar;Chahar
5632;103;240;128;Suijiang;Suijiang
5633;160;54;14;Xinyu;Xinyu
5634;107;217;91;Ji'an;Ji'an
5635;104;60;192;Heyuan;Heyuan
5636;5;92;100;Xingguo;Xingguo
5637;200;180;255;Ningde;Ningde
5638;194;184;198;Yiyang;Yiyang
5639;135;144;19;Shangluo;Shangluo
5640;105;224;108;Danxian;Danxian
5641;255;5;117;Dengkou;Dengkou
5642;99;4;64;Yangquan;Yangquan
5643;5;55;80;Fuxian;Fuxian
5644;79;188;255;Suining;Suining
5645;140;47;52;Jingmen;Jingmen
5646;108;150;79;Biyang;Biyang
5647;240;111;1;Zigong;Zigong
5648;255;1;30;Dahua;Dahua
5649;55;200;79;Yanshan;Yanshan
5650;96;1;255;Kaiyang;Kaiyang
5651;200;5;128;Nanxi;Nanxi
5652;90;9;126;Xinjian;Xinjian
5653;12;188;19;Huarong;Huarong
5654;28;199;1;Uxin;Uxin
5655;51;134;173;Chaohu;Chaohu
5656;100;19;99;Sihui;Sihui
5657;3;111;128;Zhaotong;Zhaotong
5658;127;66;128;Zuoyun;Zuoyun
5659;100;94;180;Shangyi;Shangyi
5660;11;241;109;Luliang;Luliang
5661;55;30;30;Yuncheng;Yuncheng
5662;128;80;200;Zengdu;Zengdu
5663;210;100;100;Zhen'an;Zhen'an
5664;50;12;50;Yuzhong;Yuzhong
5665;63;200;128;Minqin;Minqin
5666;5;57;125;Zhenba;Zhenba
5667;130;22;27;Yantai;Yantai
5668;127;25;25;Aomori;Aomori
5669;80;71;186;Pyeonchang;Pyeonchang
5670;39;76;45;Sokcho;Sokcho
5671;58;140;71;Munchon;Munchon
5672;41;26;63;Kilju;Kilju
5673;12;238;122;Karasahr;Karasahr
5674;3;196;58;Fukang;Fukang
5675;186;84;102;Khorgas;Khorgas
5676;11;223;161;Kizilsu;Kizilsu
5677;68;211;190;Bortala;Bortala
5678;71;90;65;Taldy-Kurgan;Taldy-Kurgan
5679;72;108;247;Naryn;Naryn
5680;187;129;6;Andijan;Andijan
5681;218;13;39;Oskmen;Oskmen
5682;68;0;109;Abakan;Abakan
5683;211;145;5;Krasnoyarsk;Krasnoyarsk
5684;244;79;46;Khakas;Khakas
5685;205;176;239;Shagonar;Shagonar
5686;110;77;32;Uqturpan;Uqturpan
5687;134;164;191;Luntai;Luntai
5688;112;136;98;Karghalik;Karghalik
5689;60;120;106;Niya;Niya
5690;59;14;54;Karamay;Karamay
5691;16;113;126;Shu;Shu
5692;50;24;85;Dzungarian Mountains;Dzungarian Mountains
5693;243;154;123;Bogda Shan;Bogda Shan
5694;175;211;102;Dunhuang;Dunhuang
5695;187;1;85;Loulan;Loulan
5696;215;50;22;Bratsk;Bratsk
5697;223;97;71;Severobaykalsk;Severobaykalsk
5698;40;52;149;Buzachi;Buzachi
5699;27;116;143;Kara-Bogaz-Gol;Kara-Bogaz-Gol
5700;160;80;35;Kyzyl-Arvat;Kyzyl-Arvat
5701;231;7;59;Zamm;Zamm
5702;24;46;105;Karatau;Karatau
5703;211;98;125;Kyzyl-Orda;Kyzyl-Orda
5704;183;172;237;Betpaqdala;Betpaqdala
5705;157;245;2;Balchas;Balchas
5706;97;27;47;Ayagoz;Ayagoz
5707;19;32;139;Korgalzhyn;Korgalzhyn
5708;6;181;186;Isilkul;Isilkul
5709;68;63;78;Kyzylzhar;Kyzylzhar
5710;108;11;74;Shadrinsk;Shadrinsk
5711;57;157;241;Or;Or
5712;251;199;108;Konda;Konda
5713;22;166;196;Kazym;Kazym
5714;96;202;60;Vasyugan;russia
5715;193;44;245;Karazhal;Karazhal
5716;207;247;237;Northern Sumatra;Northern Sumatra
5717;27;163;97;7094;Mururani
5718;230;197;230;Unused-7095;Unused-7095
5719;125;3;248;7096;Kazungula
5720;206;185;128;Bangkinang;Bangkinang
5721;237;55;195;7097;Luso
5722;15;3;106;Ar Ruqi;Ar Ruqi
5723;184;59;230;Al-Muthanna;Al-Muthanna
5724;234;73;81;Al-Najaf;Al-Najaf
5725;222;26;214;Rafha;Rafha
5726;228;123;86;Arar;Arar
5727;228;190;221;As Sulayyil;As Sulayyil
5728;243;210;221;Haradh;Haradh
5729;151;220;102;Abu Dhabi;Abu Dhabi
5730;102;144;97;Al Ain;Al Ain
5731;10;53;50;Cancri;Cancri
5732;48;106;163;Maffa;Maffa
5733;195;78;247;Ad-Duqm;Ad-Duqm
5734;159;245;103;Haima;Haima
5735;187;137;89;Thabhloten;Thabhloten
5736;101;118;78;Thumrait;Thumrait
5737;10;194;232;Amazirifdin;Amazirifdin
5738;242;112;17;Al Kharkhir;Al Kharkhir
5739;5;68;63;Tarim;Tarim
5740;51;180;130;Sharurah;Sharurah
5741;208;251;81;Yadamah;Yadamah
5742;156;138;12;Nwakcot;Chami
5743;48;54;99;Dakhla;Akka
5744;233;40;236;El Aai?on;El Aai?on
5745;143;208;129;Tan-Tan;Taza
5746;204;221;122;7098;Huambio
5747;173;135;213;Sumbe;Sumbe
5748;56;183;21;Momedes;Rundu
5749;235;227;14;Skeleton Coast;Skeleton Coast
5750;120;154;216;Malanje;Uige
5751;101;8;249;Huambo;Bon
5752;61;227;107;Lubango;Lomoto
5753;87;229;108;Damara;Kanfa
5754;140;175;21;Henties Bay;Saurimo
5755;130;241;214;Otjiwarongo;Mwene-Ditu
5756;116;215;66;Otjomuise;Mbuji-Mayi
5757;122;131;139;Unused-Nomsoros;Unused-Nomsoros
5758;36;220;210;Keetmanshoop;Ilebo
5759;137;85;57;Angra Pequena;Tshela
5760;128;104;236;7099;Nedey
5761;180;197;180;7100;7100
5762;99;99;99;7101;Mongu
5763;160;197;160;Unused-7102;Unused-7102
5764;219;91;60;7103;Tshikapa
5765;242;144;190;7104;Cuvango
5766;149;163;61;7105;Bailundo
5767;230;196;230;Unused-7106;Unused-7106
5768;60;148;130;7107;Jamba
5769;182;63;130;7108;Cotonou
5770;143;5;144;7109;Lome
5771;190;196;190;Unused-7110;Unused-7110
5772;151;19;171;7111;San-Pedro
5773;111;166;45;7112;Conakry
5774;18;156;63;;0
5775;88;152;160;Caltanissetta;Caltanissetta
5776;148;154;219;Catania;Catania
5777;238;16;11;Udine;Udine
5778;191;89;130;Tolmezzo;Tolmezzo
5779;230;145;23;Feltre;Feltre
5780;51;184;133;Nuoro;Nuoro
5781;83;154;210;Corte;Corte
5782;244;31;191;Ajaccio;Ajaccio
5783;92;196;52;Ivrea;Ivrea
5784;64;67;142;;0
5785;200;217;220;Ossola;Ossola
5786;120;179;24;Catanzaro;Catanzaro
5787;132;251;13;Piacenza;Piacenza
5788;217;87;199;Marsica;Marsica
5789;217;87;200;dontnowhere;dontnowhere
5790;176;140;79;chineseprovinces;chineseprovinces
5791;86;83;227;chineseprovinces;chineseprovinces
5792;103;43;46;chineseprovinces;chineseprovinces
5793;82;228;158;chineseprovinces;chineseprovinces
5794;254;248;129;chineseprovinces;chineseprovinces
5795;198;254;129;chineseprovinces;chineseprovinces
5796;152;186;124;chineseprovinces;chineseprovinces
5797;244;60;99;chineseprovinces;chineseprovinces
5798;219;0;115;chineseprovinces;chineseprovinces
5799;92;124;64;chineseprovinces;chineseprovinces
5800;234;2;26;chineseprovinces;chineseprovinces
5801;248;154;158;chineseprovinces;chineseprovinces
5802;103;42;46;chineseprovinces;chineseprovinces
5803;24;193;207;chineseprovinces;chineseprovinces
5804;192;24;83;chineseprovinces;chineseprovinces
5805;129;40;181;chineseprovinces;chineseprovinces
5806;245;175;137;chineseprovinces;chineseprovinces
5807;68;182;221;chineseprovinces;chineseprovinces
5808;216;10;245;chineseprovinces;chineseprovinces
5809;68;68;136;chineseprovinces;chineseprovinces
5810;244;205;242;chineseprovinces;chineseprovinces
5811;171;14;175;chineseprovinces;chineseprovinces
5812;145;236;32;chineseprovinces;chineseprovinces
5813;52;228;10;chineseprovinces;chineseprovinces
5814;132;9;250;chineseprovinces;chineseprovinces
5815;253;242;112;chineseprovinces;chineseprovinces
5816;63;197;29;chineseprovinces;chineseprovinces
5817;86;237;80;chineseprovinces;chineseprovinces
5818;95;94;121;chineseprovinces;chineseprovinces
5819;87;98;38;chineseprovinces;chineseprovinces
5820;138;138;38;chineseprovinces;chineseprovinces
5821;103;116;46;chineseprovinces;chineseprovinces
5822;79;153;121;chineseprovinces;chineseprovinces
5823;225;2;6;chineseprovinces;chineseprovinces
5824;244;255;43;chineseprovinces;chineseprovinces
5825;103;88;46;chineseprovinces;chineseprovinces
5826;132;153;194;chineseprovinces;chineseprovinces
5827;103;44;45;chineseprovinces;chineseprovinces
5828;103;44;46;chineseprovinces;chineseprovinces
5829;103;125;46;chineseprovinces;chineseprovinces
5830;103;126;89;chineseprovinces;chineseprovinces
5831;103;125;88;chineseprovinces;chineseprovinces
5832;103;108;46;chineseprovinces;chineseprovinces
5833;103;107;46;chineseprovinces;chineseprovinces
5834;68;242;95;chineseprovinces;chineseprovinces
5835;45;177;216;chineseprovinces;chineseprovinces
5836;46;44;19;chineseprovinces;chineseprovinces
5837;61;65;117;chineseprovinces;chineseprovinces
5838;163;62;93;chineseprovinces;chineseprovinces
5839;89;45;114;chineseprovinces;chineseprovinces
5840;96;179;130;chineseprovinces;chineseprovinces
5841;208;170;73;chineseprovinces;chineseprovinces
5842;37;230;27;chineseprovinces;chineseprovinces
5843;229;197;170;chineseprovinces;chineseprovinces
5844;198;51;162;chineseprovinces;chineseprovinces
5845;100;91;180;chineseprovinces;chineseprovinces
5846;232;113;205;chineseprovinces;chineseprovinces
5847;129;38;231;chineseprovinces;chineseprovinces
5848;130;142;57;chineseprovinces;chineseprovinces
5849;181;5;177;chineseprovinces;chineseprovinces
5850;52;225;15;chineseprovinces;chineseprovinces
5851;159;164;1;chineseprovinces;chineseprovinces
5852;212;161;132;chineseprovinces;chineseprovinces
5853;217;87;32;chineseprovinces;chineseprovinces
5854;223;1;112;chineseprovinces;chineseprovinces
5855;206;124;105;chineseprovinces;chineseprovinces
5856;130;131;57;chineseprovinces;chineseprovinces
5857;77;182;183;yazhou;yazhou
5858;102;79;183;jingzhou;jingzhou
5859;169;63;62;wuwei;wuwei
5860;151;21;141;tongzhou;tongzhou
5861;170;242;168;taichang;taichang
5862;114;126;68;nuristan;nuristan
5863;67;67;213;2;2
5864;131;116;64;3;3
5865;103;221;9;shule;shule
5866;101;5;7;namangan;namangan
5867;130;38;41;dusan;dusan
5868;90;92;12;Jizan;Jizan
5869;106;48;28;Turtekur;Turtekur
5870;201;242;97;Navoi;Navoi
5871;143;40;253;Zalanj;Zalanj
5872;190;255;89;Ferozigu;Ferozigu
5873;50;81;46;Huzidar;Huzidar
5874;152;65;143;Turbot;Turbot
5875;236;111;130;Pasni;Pasni
5876;201;10;116;Lyang;Lyang
5877;83;192;194;Neheband;Neheband
5878;160;18;152;Sepidan;Sepidan
5879;48;0;104;Lamurd;Lamurd
5880;254;110;58;Izast;Izast
5881;31;87;112;Kayan;Kayan
5882;196;253;208;Amilye;Amilye
5883;132;81;11;23;23
5884;0;118;183;Nyin;Nyin
5885;163;29;96;Mashad;Mashad
5886;97;252;68;Kwait;Kwait
5887;61;117;160;Sumir;Sumir
5888;165;218;108;Niniwa;Niniwa
5889;207;160;233;29;29
5890;14;15;253;Lankaran;Lankaran
5891;174;127;156;Barkanabad;Barkanabad
5892;46;210;120;Chechynn;Chechynn
5893;33;95;174;Mashgelak;Mashgelak
5894;215;23;46;Atel;Atel
5895;106;100;176;Mahtumkuri;Mahtumkuri
5896;103;129;72;baichuan;baichuan
5897;9;3;70;jianping;jianping
5898;56;241;198;jingning;jingning
5899;106;210;198;Tukumanbay;Tukumanbay
5900;72;200;255;KaraBogazGol;KaraBogazGol
5901;34;219;244;southcaspiansea;southcaspiansea
5902;20;188;189;kazakhbay;kazakhbay
5908;84;49;192;Khemisset;Khemisset
5911;225;158;100;Kiswele;Kiswele
5912;59;133;95;Naitope;Naitope
5922;162;151;245;Ayorou;Ayorou
5923;91;240;185;Abala;Abala
5928;72;162;199;Ouesso;Ouesso
5932;98;99;88;Igunga;Igunga
5936;207;48;134;Sharm El Sheikh;Sharm El Sheikh
5937;98;200;27;Mansoura;Mansoura
5940;188;121;215;Hurghada;Hurghada
5948;182;220;230;Dakhla;Dakhla
5949;142;237;195;Luxor;Luxor
5950;137;207;178;Bir Shab;Bir Shab
5953;40;90;7;Ajdabiya;Ajdabiya
5964;187;38;82;Kebill;Kebill
5965;221;53;9;Ei Oued;Ei Oued
5966;170;170;103;Djelfa;Djelfa
5969;158;38;242;Guelma;Guelma
5970;64;56;108;Tebessa;Tebessa
5972;150;66;207;Hammamet;Hammamet
5973;114;1;71;Skikda;Skikda
5976;206;238;254;Tiaret;Tiaret
5978;168;32;65;Benoud;Benoud
5982;121;95;203;Bel Abbes;Bel Abbes
5983;56;139;40;Hoceima;Hoceima
5997;176;181;242;Atbara;Atbara
6012;225;138;93;Omo;Omo
6014;249;21;157;Ginir;Ginir
6022;35;65;33;Mandheera;Mandheera
6023;201;201;237;Habaswein;Habaswein
6024;89;75;241;Marsabit;Marsabit
6030;196;86;163;Nakuru;Nakuru
6034;21;30;78;Masalani;Masalani
6038;177;222;243;Goz Beida;Goz Beida
6049;5;121;24;Bor;Bor
6052;8;139;202;Kakuma;Kakuma
6059;228;76;205;Masindi;Masindi
6061;23;100;157;Kasese;Kasese
6065;211;98;33;Kericho;Kericho
6066;116;116;48;Kisii;Kisii
6067;40;77;238;Jinja;Jinja
6069;51;132;181;Biharamulo;Biharamulo
6081;23;103;113;Biltine;Biltine
6082;158;212;115;Kutum;Kutum
6092;191;251;235;El Golea;El Golea
6096;69;189;62;Adrar;Adrar
6097;25;159;242;Timimoun;Timimoun
6103;113;130;102;Akratil;Akratil
6104;13;61;54;Magta Lahjar;Magta Lahjar
6111;80;19;2;Dakar;Dakar
6113;244;239;105;Kiffa;Kiffa
6115;122;21;24;Tambacounda;Tambacounda
6117;151;190;96;Bissau;Bissau
6118;50;150;191;Labe;Labe
6120;10;144;180;Kindia;Kindia
6121;137;167;182;Makeni;Makeni
6122;106;231;206;Koidu;Koidu
6123;137;16;76;Kenama;Kenama
6124;29;122;240;Nzerekore;Nzerekore
6126;28;249;63;Seguela;Seguela
6132;230;230;253;Korhogo;Korhogo
6137;117;180;89;Siguiri;Siguiri
6138;81;222;204;Diema;Diema
6139;220;187;244;Adel Bagrou;Adel Bagrou
6141;113;57;232;Youwarou;Youwarou
6142;53;202;50;Ouahigouya;Ouahigouya
6145;138;51;169;Techiman;Techiman
6146;115;149;56;Dassa;Dassa
6150;253;190;26;Irepo;Irepo
6156;249;162;3;Ugep;Ugep
6171;51;157;131;Adamaoua;Adamaoua
6188;190;75;88;Bafia;Bafia
6198;53;0;238;Likouala;Likouala
6199;167;151;45;Bria;Bria
6203;195;136;180;Aweil;Aweil
6212;35;224;2;Kirumba;Kirumba
6214;2;77;89;Bakavu;Bakavu
6219;70;98;24;Buta;Buta
6223;39;251;83;Basankusu;Basankusu
6224;29;144;153;Boende;Boende
6228;118;32;84;Kribi;Kribi
6229;109;138;106;Bata;Bata
6234;149;1;44;Mouila;Mouila
6237;67;27;124;Koulamoutou;Koulamoutou
6238;72;183;241;Mindouli;Mindouli
6241;69;116;13;Oyem;Oyem
6242;220;1;77;Masuku;Masuku
6247;130;216;189;Ihosy;Ihosy
6249;209;208;2;Fianrantsoa;Fianrantsoa
6254;186;176;80;Ambanja;Ambanja
6255;236;67;176;Bealanana;Bealanana
6264;68;161;54;De Aar;De Aar
6274;152;37;0;Hluhluwe;Hluhluwe
6289;252;241;190;Mshi;Mshi
6293;212;41;190;Babati;Babati
6295;117;106;97;Morogoro;Morogoro
6296;211;171;79;Geita;Geita
6297;227;86;158;Shinyanga;Shinyanga
6304;112;49;112;Mpulungu;Mpulungu
6305;232;189;31;Masasi;Masasi
6306;187;203;155;Chalangwa;Chalangwa
6307;18;208;135;Makambako;Makambako
6308;221;94;193;Njombe;Njombe
6315;255;238;160;Bandundu;Bandundu
6325;31;213;127;Baraka;Baraka
6326;13;39;31;Kalemie;Kalemie
6328;255;95;162;Pweto;Pweto
6331;178;183;215;Lubumshi;Lubumshi
6332;168;43;14;Kasama;Kasama
6337;103;146;201;Kasungu;Kasungu
6345;35;133;224;Kawana;Kawana
6376;34;110;246;Mecula;Mecula
6377;56;164;251;Alto Molocue;Alto Molocue
6378;9;125;108;Mobuca;Mobuca
6380;6;156;157;Mangochi;Mangochi
6381;78;98;191;Blantyre;Blantyre
6432;176;70;174;Skeleton Coast;Skeleton Coast
6433;180;191;88;Boma;Boma
6434;43;61;7;Grand Erg Occidental;Grand Erg Occidental
6435;113;213;162;Erg Chech;Erg Chech
6436;132;217;29;Tanezrouft;Tanezrouft
6437;222;65;167;Southern Sahara;Southern Sahara
6438;75;49;33;Western Desert;Western Desert
6439;123;208;102;nippon;nippon
6440;253;3;4;nippon;nippon
6441;148;220;39;russia;russia
6442;105;178;237;russia;russia
6443;246;3;128;russia;russia
6444;111;155;155;russia;russia
6445;203;255;151;russia;russia
6446;253;1;1;russia;russia
6447;30;200;38;russia;russia
6448;54;50;216;russia;russia
6449;132;32;174;russia;russia
6450;150;36;220;russia;russia
6451;0;64;128;russia;russia
6452;226;117;35;russia;russia
6453;31;231;221;russia;russia
6454;124;173;88;russia;russia
6455;57;39;222;russia;russia
6457;190;239;113;russia;russia
6458;23;91;55;russia;russia
6459;161;187;239;australia;australia
6460;38;85;128;australia;australia
6461;33;166;180;australia;australia
6462;104;103;131;australia;australia
6463;218;128;86;australia;australia
6464;202;32;62;australia;australia
6465;193;66;126;australia;australia
6466;242;41;13;australia;australia
6467;70;78;40;australia;australia
6468;21;185;63;australia;australia
6469;180;50;222;australia;australia
6470;32;132;206;australia;australia
6471;157;153;234;australia;australia
6472;103;140;215;australia;australia
6473;23;168;85;australia;australia
6474;19;208;114;australia;australia
6475;209;248;177;australia;australia
6476;247;98;228;australia;australia
6477;225;215;13;australia;australia
6478;191;143;0;australia;australia
6479;175;91;16;australia;australia
6480;71;216;241;australia;australia
6481;122;61;98;australia;australia
6482;31;109;49;australia;australia
6483;163;20;67;australia;australia
6485;13;17;170;australia;australia
6486;95;123;36;australia;australia
6487;248;126;101;australia;australia
6488;243;220;14;australia;australia
6489;107;21;159;australia;australia
6490;122;160;20;australia;australia
6491;49;22;88;australia;australia
6492;148;31;107;australia;australia
6493;189;162;234;australia;australia
6494;154;36;27;australia;australia
6495;36;141;219;australia;australia
6496;148;165;231;australia;australia
6497;201;99;44;australia;australia
6498;41;72;197;australia;australia
6499;37;51;180;australia;australia
6500;241;251;128;australia;australia
6501;129;250;168;australia;australia
6503;128;27;218;australia;australia
6504;221;132;23;australia;australia
6505;141;214;237;australia;australia
6506;84;141;160;australia;australia
6507;28;217;136;australia;australia
6508;100;30;176;australia;australia
6509;197;56;10;australia;australia
6510;27;180;91;australia;australia
6511;74;238;242;australia;australia
6512;231;86;107;australia;australia
6513;28;140;21;australia;australia
6514;110;241;80;australia;australia
6515;239;24;40;australia;australia
6516;232;220;61;australia;australia
6517;170;211;102;australia;australia
6518;152;79;219;australia;australia
6519;154;66;191;australia;australia
6520;14;148;37;Philippines;Philippines
6521;241;174;172;Philippines;Philippines
6522;182;248;99;Philippines;Philippines
6523;194;76;181;Philippines;Philippines
6524;56;161;111;Philippines;Philippines
6525;198;235;54;Philippines;Philippines
6526;49;131;29;papua new geniua;papua new geniua
6527;139;131;20;papua new geniua;papua new geniua
6528;20;106;139;papua new geniua;papua new geniua
6529;107;37;104;papua new geniua;papua new geniua
6531;141;40;217;papua new geniua;papua new geniua
6532;140;21;114;papua new geniua;papua new geniua
6533;49;147;122;papua new geniua;papua new geniua
6534;135;64;187;papua new geniua;papua new geniua
6535;114;20;137;nz;nz
6536;39;182;64;nz;nz
6537;150;235;237;nz;nz
6538;187;164;223;nz;nz
6539;213;27;6;nz;nz
6540;32;79;187;nz;nz
6541;28;0;14;nz;nz
6542;254;238;41;nz;nz
6543;105;222;105;nz;nz
6544;30;176;45;supplement;supplement
6545;92;75;241;supplement;supplement
6546;167;98;41;supplement;supplement
6547;134;98;166;supplement;supplement
6550;128;134;70;supplement;supplement
6551;81;12;11;supplement;supplement
6552;150;223;184;supplement;Fada
6553;204;57;97;amosfulut;x
